365,1173,14,5,617,5,317.14
366,3287,46,1,1419,5,114.57
367,19,26,5,492,6,4147.62
368,3210,21,2,248,9,6974.83
369,3952,46,1,1123,5,104.58
370,4553,22,3,950,2,1200.28
371,4741,41,5,1040,6,116.40
372,2548,10,5,1042,8,942.76
373,2480,9,3,136,9,4341.31
374,3476,36,5,1357,7,95.08
375,1479,3,2,644,2,1519.71
376,616,31,1,354,6,576.86
377,3398,14,5,687,8,526.85
378,3966,11,5,190,3,350.17
379,4649,24,4,75,10,1761.23
380,2462,8,4,390,3,121.01
381,4150,1,4,733,1,1122.91
382,3995,20,3,669,1,16.73
383,1305,47,6,246,8,116.66
384,3003,18,1,1628,10,185.50
385,559,4,3,544,8,4626.76
386,147,50,1,1269,10,593.68
387,2260,11,1,1188,8,886.08
388,2799,19,6,584,1,50.73
389,3052,33,4,447,9,1103.58
390,4382,46,6,26,2,47.21
391,2750,29,5,437,8,549.06
392,4355,22,5,1755,8,4687.25
393,2990,3,6,1142,10,8769.95
394,3960,43,2,377,2,142.00
395,379,8,5,794,4,151.26
396,1224,37,4,1053,4,75.66
397,4797,22,5,70,9,6393.66
398,3048,21,1,422,10,8233.48
399,683,19,5,88,8,386.74
400,3765,20,6,1094,3,51.83
401,3832,16,5,1252,6,153.04
402,4237,35,2,648,10,327.15
403,3849,47,4,1209,8,119.52
404,2113,20,2,629,6,115.77
405,3789,34,4,1167,8,331.94
406,3327,49,6,728,9,115.92
407,353,11,5,359,4,419.78
408,4375,42,1,618,8,447.14
409,3431,4,6,19,5,2705.69
410,540,27,6,532,7,1295.68
411,1375,26,4,643,6,3999.83
412,1260,3,2,1620,1,815.27
413,693,46,3,364,2,45.57
414,1215,30,2,56,8,899.39
415,1494,26,3,1080,6,4133.73
416,105,1,6,735,10,12713.24
417,1782,22,5,957,5,3031.33
418,4713,35,6,840,7,217.74
419,3943,31,1,727,10,858.78
420,1383,11,4,693,5,546.15
421,1936,26,3,370,10,7087.87
422,4708,3,6,348,5,4273.94
423,3331,5,6,500,9,2694.00
424,2662,21,3,266,5,3740.83
425,2037,8,4,1709,1,41.88
426,3629,24,3,719,4,692.03
427,1894,44,5,160,6,770.93
428,4833,12,6,1597,9,327.22
429,2740,30,2,1555,4,455.64
430,3944,15,3,487,3,279.77
431,3467,20,1,679,8,156.48
432,178,41,5,600,8,149.03
433,1981,15,3,13,1,78.63
434,1082,21,1,1423,2,1557.00
435,2921,21,5,360,10,8729.64
436,2186,41,6,370,5,108.93
437,3222,20,1,1498,6,114.76
438,718,9,3,106,9,3706.05
439,747,16,6,1093,1,24.25
440,1829,47,6,880,2,30.70
441,3854,8,3,1015,8,348.76
442,3214,28,2,1541,3,493.26
443,3356,16,1,1404,7,162.19
444,610,43,6,1093,7,464.27
445,1077,1,1,192,1,1149.40
446,449,21,5,1325,6,4960.94
447,3441,39,4,191,4,49.78
448,3461,2,5,1463,2,2726.48
449,2331,49,4,297,4,48.96
450,3978,33,5,230,10,1223.85
451,2303,26,6,414,9,5813.49
452,4164,31,6,945,9,909.26
453,2894,27,5,751,1,206.43
454,3128,22,4,1790,3,1903.28
455,1443,34,1,388,8,335.27
456,15,47,6,356,5,74.21
457,1583,30,2,882,8,963.03
458,236,35,2,1115,8,261.71
459,4264,49,5,1716,2,24.68
460,2840,19,5,1323,2,95.20
461,3939,17,5,1108,9,270.82
462,3424,29,3,1472,8,647.19
463,689,28,3,163,10,1588.68
464,3295,14,3,107,1,70.41
465,3596,14,5,358,1,60.25
466,4336,23,4,493,8,2081.40
467,3950,16,1,286,8,207.50
468,3941,7,5,1404,6,459.18
469,3937,44,2,5,5,619.77
470,1135,24,3,142,1,197.88
471,2424,38,1,234,10,254.31
472,4511,14,5,1421,8,492.64
473,4178,31,2,133,4,343.00
474,2311,16,5,91,1,25.40
475,2385,15,3,809,4,373.04
476,4029,45,6,1235,10,983.12
477,3382,21,3,1252,9,7371.64
478,1595,23,1,1314,3,725.52
479,3706,50,3,244,3,166.59
480,307,9,2,1066,6,2636.41
481,3835,29,1,81,6,451.68
482,357,17,1,724,9,290.66
483,99,22,1,1249,9,6202.21
484,1473,14,5,1510,5,342.64
485,3981,41,5,1474,4,78.66
486,2674,9,4,908,9,4301.35
487,2309,20,3,430,5,93.49
488,1223,17,5,1315,2,56.93
489,3781,16,4,763,4,108.86
490,901,35,1,1391,7,215.51
491,998,17,1,630,10,294.53
492,3140,6,1,118,9,1368.32
493,1017,7,5,1770,6,513.31
494,3100,43,6,997,8,549.83
495,4524,43,2,128,5,320.49
496,764,13,1,243,9,831.63
497,2557,1,3,705,6,7396.10
498,3645,38,6,745,1,25.01
499,3393,1,5,299,7,8321.44
500,2425,43,5,549,1,65.77
501,2152,23,4,1221,3,743.66
502,3870,39,3,1424,5,54.33
503,1760,29,3,1571,9,668.22
504,4951,15,2,621,10,814.12
505,1523,41,4,335,7,126.47
506,1375,28,4,174,9,1227.28
507,4006,26,2,34,1,769.50
508,4937,26,6,1242,2,1306.41
509,1851,26,1,882,1,669.33
510,2381,34,4,940,9,395.16
511,4784,34,5,867,2,89.41
512,2019,26,1,30,8,5933.68
513,33,49,1,567,8,92.41
514,2540,39,2,319,9,99.43
515,606,29,1,1335,1,82.39
516,2278,40,1,68,5,263.65
517,2922,22,5,919,4,2461.31
518,4252,20,6,1331,6,105.28
519,1326,15,5,1455,1,90.42
520,1919,24,2,344,10,1870.10
521,4798,38,2,1259,4,104.39
522,915,48,5,1285,2,76.92
523,1774,37,3,678,9,161.85
524,1248,13,6,1062,9,789.93
525,2700,43,2,697,8,577.79
526,3179,36,4,1026,2,32.95
527,1978,18,5,119,8,173.36
528,3200,29,1,923,9,694.05
529,3914,15,3,550,2,166.21
530,2778,2,4,1752,10,14063.93
531,3040,49,3,1254,10,120.84
532,4883,29,1,783,6,437.46
533,41,15,5,1025,3,253.75
534,812,47,5,1461,10,163.95
535,2967,21,2,254,1,819.38
536,1423,25,1,26,2,1033.44
537,454,6,3,1280,10,1487.90
538,4603,17,3,1816,9,247.42
539,719,15,1,1478,3,262.91
540,1583,34,3,1396,10,461.20
541,4594,26,4,399,1,666.92
542,2150,34,1,1308,4,184.61
543,3381,24,3,293,3,499.66
544,589,50,5,578,7,395.92
545,669,34,6,1068,8,351.68
546,1830,2,2,814,2,3114.17
547,3575,39,2,557,10,122.19
548,3391,30,4,490,4,507.03
549,555,46,5,649,3,69.81
550,4372,10,6,1430,2,224.39
551,4936,16,4,1732,10,253.38
552,1356,12,3,1534,5,166.53
553,4262,18,2,1425,9,177.66
554,926,8,1,493,1,39.41
555,200,39,6,960,8,95.59
556,2736,21,6,145,7,5822.43
557,1368,50,4,1675,3,195.20
558,4728,7,6,820,7,610.82
559,3834,11,1,1260,1,103.76
560,1559,21,5,1607,1,748.03
561,2618,23,6,1720,8,2107.82
562,3731,37,2,989,10,173.37
563,2837,5,5,708,8,2289.33
564,700,5,1,559,8,2165.69
565,4323,28,2,1461,8,1287.08
566,853,7,2,1622,3,225.85
567,251,1,5,1126,4,4350.79
568,4163,45,2,598,5,494.48
569,4577,9,5,572,2,817.08
570,3865,44,6,580,3,369.84
571,1881,46,4,1082,6,122.74
572,22,31,2,1476,1,95.96
573,1129,35,4,104,3,89.82
574,3522,49,2,976,3,36.90
575,2681,23,3,32,6,1615.50
576,266,33,1,1729,5,677.30
577,1056,28,2,91,4,590.20
578,3702,9,2,95,9,3832.04
579,1560,43,3,1010,8,541.06
580,1677,37,1,1800,9,146.78
581,4966,8,4,642,7,299.05
582,3493,40,4,1424,5,248.01
583,1691,1,3,884,1,1173.49
584,3571,26,3,244,9,6032.12
585,2714,36,1,47,7,100.79
586,4753,27,6,78,3,575.49
587,975,23,1,141,10,2732.16
588,3342,40,5,1434,4,203.38
589,1331,46,3,539,3,61.16
590,4528,4,3,1680,8,4942.00
591,2492,16,3,365,5,124.92
592,3315,12,3,658,6,190.96
593,873,6,1,726,6,867.48
594,3567,12,4,1660,9,294.66
595,331,15,1,1082,10,768.18
596,1950,2,3,1090,9,14555.41
597,4158,1,6,1404,9,10652.62
598,2536,9,2,620,6,2948.20
599,2417,43,6,518,6,439.86
600,2889,37,4,1293,10,183.86
601,724,7,6,1174,9,680.18
602,2503,49,3,561,5,57.90
603,853,6,4,1490,6,984.24
604,4674,30,1,333,6,742.94
605,1376,12,1,682,9,320.99
606,3080,4,1,708,8,4735.32
607,577,9,6,1702,9,4120.24
608,1862,1,6,1439,7,9076.21
609,958,48,2,1754,8,284.33
610,4870,9,4,784,7,3424.08
611,1805,14,5,1763,9,605.67
612,1193,33,3,1762,10,1303.15
613,4199,42,1,967,4,240.64
614,3830,26,6,1552,1,695.84
615,4067,38,3,1732,5,132.05
616,2562,30,6,1092,5,573.25
617,355,29,4,632,7,486.72
618,2813,19,6,1213,6,329.61
619,894,45,4,738,6,548.61
620,4223,14,5,1697,1,64.51
621,4965,46,5,1081,6,130.69
622,1827,44,4,1584,7,836.13
623,2535,14,3,1396,4,236.95
624,3628,42,6,1141,7,353.73
625,1584,21,6,16,9,7249.83
626,3178,38,2,447,9,216.97
627,112,16,2,1632,6,138.90
628,4542,22,6,677,2,1368.89
629,1133,44,4,500,4,462.10
630,2712,8,3,617,10,415.20
631,1544,9,2,1202,2,862.56
632,2702,3,5,831,6,4650.89
633,3699,3,2,1099,8,6081.89
634,1594,27,3,839,5,1059.86
635,3209,8,2,1500,10,367.46
636,1209,31,6,300,7,641.72
637,3585,48,4,402,3,113.53
638,4433,42,2,255,7,369.30
639,3435,36,6,181,5,73.06
640,2653,22,5,499,4,2706.96
641,3512,1,4,1662,5,6507.52
642,1773,15,6,1183,4,345.21
643,4921,4,3,1371,1,602.35
644,2001,26,5,530,10,6324.32
645,1506,10,1,973,6,745.42
646,3281,7,4,318,8,579.04
647,550,22,6,33,4,2643.69
648,1711,17,3,1353,10,298.54
649,1341,8,4,77,4,165.95
650,1895,38,6,267,10,232.88
651,3096,42,5,87,6,311.81
652,3936,6,2,1157,1,161.93
653,1032,10,5,1201,5,561.82
654,444,21,3,989,9,7251.04
655,3645,11,5,347,4,409.26
656,4248,45,6,279,7,689.98
657,4534,4,3,1198,9,5485.96
658,1126,48,3,209,10,344.19
659,160,42,4,1079,3,171.43
660,2106,22,2,531,9,5809.96
661,2053,31,4,1682,1,93.89
662,4965,18,4,1231,1,21.98
663,708,10,5,1688,3,363.29
664,1271,26,5,1466,9,6673.78
665,1202,26,6,1378,2,1382.51
666,11,22,2,355,9,6366.56
667,273,22,4,1387,9,5277.37
668,1649,5,6,1413,5,1649.84
669,4729,24,6,1114,9,1519.85
670,1010,12,3,797,6,217.23
671,2213,6,4,323,10,1375.68
672,4558,44,3,1688,1,130.34
673,971,31,1,1385,2,184.95
674,323,31,4,259,5,433.03
675,1853,15,4,1807,8,693.21
676,3712,45,2,987,2,186.11
677,2684,5,1,1491,1,273.07
678,3842,4,1,912,3,1624.26
679,394,10,3,1750,3,373.40
680,1882,46,6,246,1,24.15
681,1411,40,4,1638,10,547.07
682,3775,44,6,994,4,515.34
683,3460,21,5,1454,5,3803.52
684,1369,23,2,1637,5,1292.24
685,1358,4,3,765,6,3800.56
686,1731,29,3,733,4,284.30
687,1883,29,4,1424,10,790.72
688,4981,29,4,1333,1,80.06
689,2624,22,4,1410,10,6704.49
690,2976,34,3,1356,9,370.89
691,2236,38,5,7,6,150.10
692,1401,19,6,745,5,238.28
693,220,37,5,1315,3,51.39
694,1995,21,2,1799,2,1728.44
695,742,45,1,1807,2,196.64
696,2051,27,6,1662,9,1860.59
697,2634,39,2,312,6,76.71
698,3376,8,5,300,8,334.29
699,1627,42,3,1735,1,59.23
700,1211,43,4,840,8,578.22
701,1100,1,3,1082,3,3832.30
702,4236,31,5,1800,2,203.45
703,2310,31,6,1560,8,730.37
704,41,19,2,1343,8,417.68
705,2065,44,4,702,5,591.57
706,3753,12,4,146,5,169.54
707,1181,40,2,1297,9,496.83
708,3728,38,5,1319,5,119.47
709,4201,17,4,312,5,135.13
710,1116,47,5,713,1,15.57
711,4933,28,2,1025,2,329.27
712,4764,14,3,533,10,588.54
713,1255,18,5,866,10,189.70
714,2863,27,1,346,7,1415.23
715,3294,9,6,452,1,491.95
716,3813,2,6,1621,9,12231.69
717,2590,15,1,539,3,252.43
718,2454,16,2,1126,3,79.63
719,4031,5,5,526,5,1486.97
720,2885,27,2,339,2,376.78
721,118,32,5,1794,8,483.80
722,390,26,4,773,10,7506.47
723,2715,33,4,895,6,812.55
724,2429,6,5,720,9,1398.78
725,1442,22,2,418,9,6089.72
726,3124,28,5,757,10,1431.75
727,4828,46,5,948,9,198.06
728,1281,45,5,1459,1,86.91
729,365,16,1,665,10,252.02
730,3771,6,6,676,3,487.62
731,1704,28,4,947,8,1303.07
732,3937,35,4,1543,6,168.70
733,1180,34,4,297,4,167.38
734,4144,31,4,957,2,207.35
735,60,27,2,665,4,762.55
736,2843,49,6,1377,6,77.63
737,1422,13,6,1142,1,82.01
738,2709,14,3,1689,4,237.17
739,1031,50,4,461,9,523.19
740,3672,2,3,1005,3,4347.96
741,2767,19,4,596,8,431.39
742,3754,42,1,134,8,481.45
743,4403,5,3,1421,5,1469.92
744,3771,15,5,894,10,766.73
745,2282,33,6,1088,7,909.90
746,1870,14,2,1762,2,142.09
747,1336,19,5,991,8,433.44
748,3586,2,1,1368,3,4265.24
749,2145,21,5,1040,7,5347.54
750,4000,27,1,1715,4,729.47
751,1055,46,1,474,9,179.35
752,962,16,6,1433,7,162.53
753,1834,16,3,1644,6,161.73
754,4491,50,1,31,2,116.78
755,1790,14,4,496,7,451.21
756,1060,41,6,563,8,146.27
757,2612,25,3,1716,8,4157.47
758,4763,43,3,1258,10,678.06
759,4670,24,3,741,4,747.12
760,3169,9,5,288,2,864.07
761,2987,19,1,1685,3,155.69
762,1074,48,6,725,1,38.10
763,4339,42,5,72,6,303.35
764,550,40,6,283,6,329.43
765,2424,21,2,367,3,2387.32
766,3160,49,5,1437,1,12.03
767,4481,10,3,726,6,746.38
768,1983,12,6,723,5,188.23
769,2341,1,6,1741,7,7952.37
770,181,37,3,58,9,175.00
771,2964,46,6,1174,6,134.19
772,501,46,1,1236,5,100.95
773,1939,10,3,123,9,1166.41
774,713,8,2,678,9,375.12
775,3875,5,2,1565,3,970.65
776,3503,35,4,1134,5,159.58
777,951,50,1,444,2,129.19
778,1670,33,1,337,5,661.97
779,2502,36,1,1551,10,136.52
780,4465,42,5,1747,7,369.76
781,2953,11,2,1496,10,1181.15
782,296,33,2,403,6,763.24
783,4601,47,6,1191,4,63.12
784,3267,32,1,364,8,440.17
785,1784,45,5,354,2,193.96
786,3926,19,1,124,4,208.89
787,1302,2,2,869,6,8873.74
788,4040,5,3,1455,7,2034.88
789,4063,30,3,681,8,893.19
790,617,25,6,1187,4,2064.85
791,4128,47,1,42,8,131.44
792,254,13,5,610,7,617.27
793,3782,2,1,1590,7,11369.39
794,3252,26,6,633,4,2642.19
795,3779,4,1,928,1,633.76
796,4752,32,1,138,7,394.62
797,1496,14,3,116,7,440.23
798,4379,50,4,1604,9,545.62
799,1402,16,4,147,10,249.64
800,1165,34,3,721,6,272.72
